Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 70.0.3538.102,,2018-11-27 14:06:01,2018-11-27 14:07:30,1m - 28.602s,PASSED
,,,,,,
Test Cases/Demo/Alert,Chrome 70.0.3538.102,,2018-11-27 14:06:02,2018-11-27 14:06:32,29.957s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-27 14:06:02,2018-11-27 14:06:03,0.269s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-27 14:06:03,2018-11-27 14:06:08,4.987s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Go to Alert Demo Screen,2018-11-27 14:06:08,2018-11-27 14:06:12,3.742s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-27 14:06:12,2018-11-27 14:06:13,1.206s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-27 14:06:13,2018-11-27 14:06:15,2.034s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-27 14:06:15,2018-11-27 14:06:15,0.444s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-27 14:06:15,2018-11-27 14:06:16,1.007s,PASSED
click,Chrome 70.0.3538.102,Click on the second [Click me!] button,2018-11-27 14:06:16,2018-11-27 14:06:17,0.139s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-27 14:06:17,2018-11-27 14:06:17,0.011s,PASSED
Statement - AlertText = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAlertText(),Chrome 70.0.3538.102,Get Alert Text,2018-11-27 14:06:17,2018-11-27 14:06:17,0.040s,PASSED
verifyEqual,Chrome 70.0.3538.102,Verify Alert Text,2018-11-27 14:06:17,2018-11-27 14:06:17,0.364s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-27 14:06:17,2018-11-27 14:06:19,2.002s,PASSED
acceptAlert,Chrome 70.0.3538.102,Click on [OK] from Alert,2018-11-27 14:06:19,2018-11-27 14:06:19,0.079s,PASSED
