Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
openBrowser,Chrome 70.0.3538.102,,2018-11-19 16:24:01,2018-11-19 16:24:04,2.770s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Go to [Simple Form Demo] Screen,2018-11-19 16:24:04,2018-11-19 16:24:07,3.267s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 16:24:07,2018-11-19 16:24:08,1.176s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,Verify text [This would be your first example to start with Selenium.] with specified value,2018-11-19 16:24:08,2018-11-19 16:24:09,0.523s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.102,,2018-11-19 16:24:09,2018-11-19 16:24:11,2.005s,PASSED
callTestCase,Chrome 70.0.3538.102,Connect Database,2018-11-19 16:24:11,2018-11-19 16:24:43,32.759s,PASSED
"Statement - rs = CustomKeywords.demo.Database.executeQuery(com.kms.katalon.core.testdata.TestDataFactory.findTestData(Demo/Sample_TC_Text).getValue(14, 6))",Chrome 70.0.3538.102,Query expected text from database,2018-11-19 16:24:43,2018-11-19 16:24:44,0.969s,PASSED
Statement - description = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 70.0.3538.102,,2018-11-19 16:24:44,2018-11-19 16:24:44,0.001s,PASSED
Statement - While (rs.next()),Chrome 70.0.3538.102,,2018-11-19 16:24:44,2018-11-19 16:24:44,0.059s,PASSED
demo.Database.closeDatabaseConnection,Chrome 70.0.3538.102,,2018-11-19 16:24:44,2018-11-19 16:24:45,0.010s,PASSED
verifyEqual,Chrome 70.0.3538.102,Verify text [This would be your first example to start with Selenium.] with result getting from database,2018-11-19 16:24:45,2018-11-19 16:24:45,0.188s,PASSED
