Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 70.0.3538.102,,2018-11-27 14:08:36,2018-11-27 14:11:15,2m - 38.811s,PASSED
,,,,,,
Test Cases/Demo/DataTable_Normal,Chrome 70.0.3538.102,,2018-11-27 14:08:37,2018-11-27 14:08:55,18.082s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-27 14:08:37,2018-11-27 14:08:37,0.114s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-27 14:08:38,2018-11-27 14:08:45,6.998s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-27 14:08:45,2018-11-27 14:08:46,1.309s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-27 14:08:46,2018-11-27 14:08:47,1.216s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-27 14:08:47,2018-11-27 14:08:47,0.270s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-27 14:08:47,2018-11-27 14:08:47,0.010s,PASSED
Statement - Try,Chrome 70.0.3538.102,,2018-11-27 14:08:47,2018-11-27 14:08:55,7.473s,PASSED
,,,,,,
Test Cases/Demo/DataTable_Pagination,Chrome 70.0.3538.102,,2018-11-27 14:08:55,2018-11-27 14:09:33,37.666s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-27 14:08:55,2018-11-27 14:08:55,0.000s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-27 14:08:56,2018-11-27 14:08:59,3.847s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-27 14:08:59,2018-11-27 14:09:01,1.488s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-27 14:09:01,2018-11-27 14:09:02,1.450s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:02,0.075s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:02,0.000s,PASSED
"Statement - pagination = driver.findElements(org.openqa.selenium.By.xpath("".//*[@id=""example_paginate""]/span/a""))",Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:02,0.041s,PASSED
Statement - size = pagination.size(),Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:02,0.001s,PASSED
"Statement - println(""Total Pages of this site is :"" + size)",Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:02,0.000s,PASSED
Statement - row_data_table = 1,Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:02,0.001s,PASSED
"Statement - For ([i = 1, i <= size, (i++)])",Chrome 70.0.3538.102,,2018-11-27 14:09:02,2018-11-27 14:09:33,30.058s,PASSED
,,,,,,
Test Cases/Demo/Download,Chrome 70.0.3538.102,,2018-11-27 14:09:33,2018-11-27 14:09:43,10.529s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-27 14:09:33,2018-11-27 14:09:33,0.000s,PASSED
"Statement - downloadPath = ""C:\Users\longnguyen\Downloads""",Chrome 70.0.3538.102,,2018-11-27 14:09:33,2018-11-27 14:09:33,0.000s,PASSED
