Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DCM,Chrome 70.0.3538.77,,2018-11-13 14:41:14,2018-11-13 14:41:55,40.991s,PASSED
,,,,,,
Test Cases/DCM/Testcase01_VerifyLoginSuccessfully,Chrome 70.0.3538.77,,2018-11-13 14:41:15,2018-11-13 14:41:40,25.142s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.77,,2018-11-13 14:41:15,2018-11-13 14:41:15,0.059s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-13 14:41:15,2018-11-13 14:41:25,9.457s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-13 14:41:25,2018-11-13 14:41:26,0.986s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:41:26,2018-11-13 14:41:27,1.028s,PASSED
setEncryptedText,Chrome 70.0.3538.77,,2018-11-13 14:41:27,2018-11-13 14:41:29,1.896s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:41:29,2018-11-13 14:41:30,1.003s,PASSED
click,Chrome 70.0.3538.77,,2018-11-13 14:41:30,2018-11-13 14:41:37,7.068s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:41:37,2018-11-13 14:41:40,3.001s,PASSED
getWindowTitle,Chrome 70.0.3538.77,,2018-11-13 14:41:40,2018-11-13 14:41:40,0.069s,PASSED
,,,,,,
Test Cases/DCM/Testcase01_VerifyLoginSuccessfully,Chrome 70.0.3538.77,,2018-11-13 14:41:40,2018-11-13 14:41:55,15.154s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.77,,2018-11-13 14:41:40,2018-11-13 14:41:40,0.008s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-13 14:41:40,2018-11-13 14:41:48,8.512s,PASSED
setText,Chrome 70.0.3538.77,,2018-11-13 14:41:48,2018-11-13 14:41:49,0.814s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:41:49,2018-11-13 14:41:50,1.007s,PASSED
setEncryptedText,Chrome 70.0.3538.77,,2018-11-13 14:41:50,2018-11-13 14:41:51,0.234s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:41:51,2018-11-13 14:41:52,1.000s,PASSED
click,Chrome 70.0.3538.77,,2018-11-13 14:41:52,2018-11-13 14:41:52,0.533s,PASSED
delay,Chrome 70.0.3538.77,,2018-11-13 14:41:52,2018-11-13 14:41:55,3.003s,PASSED
getWindowTitle,Chrome 70.0.3538.77,,2018-11-13 14:41:55,2018-11-13 14:41:55,0.018s,PASSED
