Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 70.0.3538.102,,2018-11-22 14:27:04,2018-11-22 14:27:24,19.562s,ERROR
,,,,,,
Test Cases/Demo/DataTable,Chrome 70.0.3538.102,,2018-11-22 14:27:06,2018-11-22 14:27:24,17.985s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-22 14:27:06,2018-11-22 14:27:06,0.057s,PASSED
Statement - row_data_table = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 70.0.3538.102,,2018-11-22 14:27:06,2018-11-22 14:27:06,0.003s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-22 14:27:06,2018-11-22 14:27:17,10.643s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-22 14:27:17,2018-11-22 14:27:19,1.528s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-22 14:27:19,2018-11-22 14:27:20,1.472s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-22 14:27:20,2018-11-22 14:27:20,0.257s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-22 14:27:20,2018-11-22 14:27:20,0.013s,PASSED
"Statement - pagination = driver.findElements(org.openqa.selenium.By.xpath("".//*[@id=""example_paginate""]/span/a""))",Chrome 70.0.3538.102,,2018-11-22 14:27:20,2018-11-22 14:27:21,0.411s,PASSED
Statement - size = pagination.size(),Chrome 70.0.3538.102,,2018-11-22 14:27:21,2018-11-22 14:27:21,0.002s,PASSED
Statement - out.println(pagination.size()),Chrome 70.0.3538.102,,2018-11-22 14:27:21,2018-11-22 14:27:21,0.014s,PASSED
"Statement - For ([i = 1, i <= size, (i++)])",Chrome 70.0.3538.102,,2018-11-22 14:27:21,2018-11-22 14:27:24,2.882s,PASSED
