Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 70.0.3538.102,,2018-11-19 16:42:32,2018-11-19 16:43:26,54.194s,FAILED
,,,,,,
Test Cases/Demo/Alert,Chrome 70.0.3538.102,,2018-11-19 16:42:33,2018-11-19 16:43:10,36.679s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-19 16:42:36,2018-11-19 16:42:36,0.168s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 16:42:37,2018-11-19 16:42:44,6.924s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Go to Alert Demo Screen,2018-11-19 16:42:44,2018-11-19 16:42:47,3.583s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 16:42:47,2018-11-19 16:42:49,1.202s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:42:49,2018-11-19 16:42:51,2.037s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-19 16:42:51,2018-11-19 16:42:51,0.207s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:42:51,2018-11-19 16:42:52,1.006s,PASSED
click,Chrome 70.0.3538.102,Click on the second [Click me!] button,2018-11-19 16:42:52,2018-11-19 16:42:52,0.292s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-19 16:42:52,2018-11-19 16:42:52,0.011s,PASSED
Statement - AlertText = driver.switchTo().alert().getText(),Chrome 70.0.3538.102,Get Alert Text,2018-11-19 16:42:52,2018-11-19 16:42:52,0.085s,PASSED
verifyEqual,Chrome 70.0.3538.102,Verify Alert Text,2018-11-19 16:42:52,2018-11-19 16:42:53,0.362s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:42:53,2018-11-19 16:42:55,2.054s,PASSED
acceptAlert,Chrome 70.0.3538.102,Click on [OK] from Alert,2018-11-19 16:42:55,2018-11-19 16:42:55,0.169s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,Verify you clicked on [OK],2018-11-19 16:42:55,2018-11-19 16:42:56,1.289s,FAILED
delay,Chrome 70.0.3538.102,,2018-11-19 16:42:56,2018-11-19 16:42:57,1.005s,PASSED
click,Chrome 70.0.3538.102,Click on the second [Click me!] button,2018-11-19 16:42:57,2018-11-19 16:42:58,0.603s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:42:58,2018-11-19 16:43:00,2.003s,PASSED
dismissAlert,Chrome 70.0.3538.102,Click on [Cancel] from Alert,2018-11-19 16:43:00,2018-11-19 16:43:00,0.237s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,Verify you clicked on [Cancel],2018-11-19 16:43:00,2018-11-19 16:43:01,0.842s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-19 16:43:01,2018-11-19 16:43:01,0.431s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:43:01,2018-11-19 16:43:03,2.004s,PASSED
click,Chrome 70.0.3538.102,Click on [Click for Prompt Box] button,2018-11-19 16:43:03,2018-11-19 16:43:04,0.278s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:43:04,2018-11-19 16:43:05,1.002s,PASSED
Statement - driver.switchTo().alert().sendKeys(message_text),Chrome 70.0.3538.102,Input text into prompt popup,2018-11-19 16:43:05,2018-11-19 16:43:05,0.046s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:43:05,2018-11-19 16:43:07,2.002s,PASSED
acceptAlert,Chrome 70.0.3538.102,,2018-11-19 16:43:07,2018-11-19 16:43:07,0.189s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,Verify inputted text,2018-11-19 16:43:07,2018-11-19 16:43:07,0.572s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-19 16:43:07,2018-11-19 16:43:08,1.004s,PASSED
closeBrowser,Chrome 70.0.3538.102,,2018-11-19 16:43:08,2018-11-19 16:43:10,1.154s,PASSED
,,,,,,
Test Cases/Demo/Text,Chrome 70.0.3538.102,,2018-11-19 16:43:10,2018-11-19 16:43:26,16.203s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 70.0.3538.102,,2018-11-19 16:43:10,2018-11-19 16:43:10,0.003s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 16:43:10,2018-11-19 16:43:14,3.383s,PASSED
navigateToUrl,Chrome 70.0.3538.102,Go to [Simple Form Demo] Screen,2018-11-19 16:43:14,2018-11-19 16:43:16,2.391s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 16:43:16,2018-11-19 16:43:17,1.257s,PASSED
verifyTextPresent,Chrome 70.0.3538.102,Verify text [This would be your first example to start with Selenium.] with specified value,2018-11-19 16:43:17,2018-11-19 16:43:18,0.489s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.102,,2018-11-19 16:43:18,2018-11-19 16:43:20,2.005s,PASSED
callTestCase,Chrome 70.0.3538.102,Connect Database,2018-11-19 16:43:20,2018-11-19 16:43:25,5.053s,PASSED
"Statement - rs = CustomKeywords.demo.Database.executeQuery(com.kms.katalon.core.testdata.TestDataFactory.findTestData(Demo/Sample_TC_Text).getValue(14, 6))",Chrome 70.0.3538.102,Query expected text from database,2018-11-19 16:43:25,2018-11-19 16:43:25,0.556s,PASSED
Statement - description = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 70.0.3538.102,,2018-11-19 16:43:25,2018-11-19 16:43:25,0.000s,PASSED
Statement - While (rs.next()),Chrome 70.0.3538.102,,2018-11-19 16:43:25,2018-11-19 16:43:25,0.081s,PASSED
demo.Database.closeDatabaseConnection,Chrome 70.0.3538.102,,2018-11-19 16:43:26,2018-11-19 16:43:26,0.005s,PASSED
verifyEqual,Chrome 70.0.3538.102,Verify text [This would be your first example to start with Selenium.] with result getting from database,2018-11-19 16:43:26,2018-11-19 16:43:26,0.269s,PASSED
